VAR_IDX,VAR_POS,TABLE_NAME,FIELD_NAME,VALUESET_ITEM,VALUESET_ITEM_DESCRIPTOR
px10587,5,PROCEDURE,PX,'29881',"Arthroscopy, knee, surgical; with meniscectomy (medial or lateral, including any meniscal shaving) including debridement/shaving of articular cartilage (chondroplasty), same or separate compartment(s), when performed"
px10588,5,PROCEDURE,PX,'29882',Surgical arthroscopy of knee with repair of medial meniscus
px10589,5,PROCEDURE,PX,'29884',Arthroscopy knee w/lysis adhesions w/wo manj spx
px10590,5,PROCEDURE,PX,'29887',Arthrs knee drlg osteochond dissecans int fixj
px10591,5,PROCEDURE,PX,'29888',Surgical arthroscopy of knee with repair of anterior cruciate ligament
px10592,5,PROCEDURE,PX,'29889',Arthrs aided pst cruciate ligm rpr/agmntj/rcnstj
px10593,5,PROCEDURE,PX,'29891',Surgical arthroscopy of ankle with drilling and excision of osteochondral defect of talus
px10594,5,PROCEDURE,PX,'29897',Partial removal of ankle joint lining using an endoscope
px10595,5,PROCEDURE,PX,'29898',Surgical arthroscopy of ankle with debridement
px10596,5,PROCEDURE,PX,'29899',Surgical arthroscopy of ankle with arthrodesis
px10597,5,PROCEDURE,PX,'29914',Reconstruction of hip socket and repair of thigh bone using an endoscope
px10598,5,PROCEDURE,PX,'29915',Surgical arthroscopy of hip with acetabuloplasty for pincer lesion
px10599,5,PROCEDURE,PX,'29916',Surgical arthroscopy of hip with labral repair
px10600,5,PROCEDURE,PX,'29999',Unlisted procedure arthroscopy
px10601,5,PROCEDURE,PX,'30000',Drainage of nasal hematoma by internal approach
px10602,5,PROCEDURE,PX,'30020',"Drainage abscess or hematoma, nasal septum"
px10603,5,PROCEDURE,PX,'30100',Biopsy of lining of nose
px10604,5,PROCEDURE,PX,'30117',Excision of intranasal lesion by internal approach
px10605,5,PROCEDURE,PX,'30118',Excision of intranasal lesion by external approach
px10606,5,PROCEDURE,PX,'30130',Partial excision of inferior turbinate
px10607,5,PROCEDURE,PX,'30140',Removal of nasal air passage
px10608,5,PROCEDURE,PX,'30150',Rhinectomy; partial
px10609,5,PROCEDURE,PX,'30160',Rhinectomy total
px10610,5,PROCEDURE,PX,'3028F',"Oxygen saturation results documented and reviewed (includes assessment through pulse oximetry or arterial blood gas measurement) (cap, copd) (em)"
px10611,5,PROCEDURE,PX,'30310',Removal foreign body intranasal general anes
px10612,5,PROCEDURE,PX,'30320',Rmvl foreign body intranasal lateral rhinotomy
px10613,5,PROCEDURE,PX,'30400',Primary rhinoplasty of lateral and alar cartilages with elevation of nasal tip
px10614,5,PROCEDURE,PX,'30420',Reshaping of bony cartilage dividing nasal passages
px10615,5,PROCEDURE,PX,'30430',"Rhinoplasty, secondary; minor revision (small amount of nasal tip work)"
px10616,5,PROCEDURE,PX,'30450',"Rhinoplasty, secondary; major revision (nasal tip work and osteotomies)"
px10617,5,PROCEDURE,PX,'30460',Rhinp dfrm w/colum lngth tip only
px10618,5,PROCEDURE,PX,'30465',"Repair of nasal vestibular stenosis (eg, spreader grafting, lateral nasal wall reconstruction)"
px10619,5,PROCEDURE,PX,'30520',Septoplasty of nose with cartilage scoring
px10620,5,PROCEDURE,PX,'30540',Repair of choanal atresia by intranasal approach
px10621,5,PROCEDURE,PX,'30580',Repair fistula; oromaxillary (combine with 31030 if antrotomy is included)
px10622,5,PROCEDURE,PX,'30600',Repair of oronasal fistula
px10623,5,PROCEDURE,PX,'30620',Repair of mucous lining of nasal passage with graft
px10624,5,PROCEDURE,PX,'30630',Repair nasal septal perforations
px10625,5,PROCEDURE,PX,'30802',Abltj sof tiss inf turbs uni/bi supfc intramural
px10626,5,PROCEDURE,PX,'30901',Simple control of nose bleed
px10627,5,PROCEDURE,PX,'30903',"Control nasal hemorrhage, anterior, complex (extensive cautery and/or packing) any method"
px10628,5,PROCEDURE,PX,'30905',Ctrl nsl hemrrg pst nasal packs&/cautery 1st
px10629,5,PROCEDURE,PX,'30920',Ligation of internal maxillary artery by transantral approach
px10630,5,PROCEDURE,PX,'30930',"Fracture nasal inferior turbinate(s), therapeutic"
px10631,5,PROCEDURE,PX,'30999',Nasal procedure
px10632,5,PROCEDURE,PX,'3100F',"Carotid imaging study report (includes direct or indirect reference to measurements of distal internal carotid diameter as the denominator for stenosis measurement) (str, rad)"
px10633,5,PROCEDURE,PX,'31020',"Sinusotomy, maxillary (antrotomy); intranasal"
px10634,5,PROCEDURE,PX,'31030',Radical maxillary sinusotomy
px10635,5,PROCEDURE,PX,'31032',"Sinusotomy, maxillary (antrotomy); radical (caldwell-luc) with removal of antrochoanal polyps"
px10636,5,PROCEDURE,PX,'31040',Incision through sinus at cheek bone to reach nerves and blood vessels
px10637,5,PROCEDURE,PX,'31051',Sphenoid sinusotomy with removal of polyp
px10638,5,PROCEDURE,PX,'31080',Insertion of material to stop growth of nasal sinus lining
px10639,5,PROCEDURE,PX,'31081',Obliterative frontal sinusotomy with coronal incision
px10640,5,PROCEDURE,PX,'31084',"Sinusotomy frontal; obliterative, with osteoplastic flap, brow incision"
px10641,5,PROCEDURE,PX,'31085',Obliterative frontal sinusotomy with osteoplastic flap and coronal incision
px10642,5,PROCEDURE,PX,'31087',"Sinusotomy frontal; nonobliterative, with osteoplastic flap, coronal incision"
px10643,5,PROCEDURE,PX,'3110F',Ct/mri hmrhg/mass lesion/acute infrc doc
px10644,5,PROCEDURE,PX,'31200',Partial removal of nasal sinus
px10645,5,PROCEDURE,PX,'31201',Removal of nasal sinus
px10646,5,PROCEDURE,PX,'31205',Complete ethmoidectomy by extranasal approach
px10647,5,PROCEDURE,PX,'3120F',12-lead ecg performed (em)
px10648,5,PROCEDURE,PX,'31225',Maxillectomy
px10649,5,PROCEDURE,PX,'31230',Maxillectomy; with orbital exenteration (en bloc)
px10650,5,PROCEDURE,PX,'31231',Unilateral diagnostic endoscopy of nose
px10651,5,PROCEDURE,PX,'31237',Surgical endoscopy of nose and sinus with debridement
px10652,5,PROCEDURE,PX,'31238',Nasal/sinus ndsc surg w/control nasal hemrrg
px10653,5,PROCEDURE,PX,'31240',Removal of nasal breathing passages using an endoscope
px10654,5,PROCEDURE,PX,'31254',Surgical endoscopy of nose and sinus with partial ethmoidectomy
px10655,5,PROCEDURE,PX,'31255',Removal of nasal sinus using an endoscope
px10656,5,PROCEDURE,PX,'31256',"Nasal/sinus endoscopy, surgical, with maxillary antrostomy"
px10657,5,PROCEDURE,PX,'31267',"Nasal/sinus endoscopy, surgical, with maxillary antrostomy; with removal of tissue from maxillary sinus"
px10658,5,PROCEDURE,PX,'31276',"Nasal/sinus endoscopy, surgical with frontal sinus exploration, with or without removal of tissue from frontal sinus"
px10659,5,PROCEDURE,PX,'31287',"(retired) Nasal/sinus endoscopy, surgical, with sphenoidotomy"
px10660,5,PROCEDURE,PX,'31288',"(retired) Nasal/sinus endoscopy, surgical, with sphenoidotomy; with removal of tissue from the sphenoid sinus"
px10661,5,PROCEDURE,PX,'31290',Repair of spinal fluid leak into nasal sinus using an endoscope
px10662,5,PROCEDURE,PX,'31291',"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak; sphenoid region"
px10663,5,PROCEDURE,PX,'31292',Surgical endoscopy of sinus with medial orbital wall decompression
px10664,5,PROCEDURE,PX,'31294',Nasal/sinus ndsc surg w/optic nerve dcmprn
px10665,5,PROCEDURE,PX,'31299',Procedure on accessory sinus
px10666,5,PROCEDURE,PX,'31300',Laryngotomy with removal of laryngocele
px10667,5,PROCEDURE,PX,'31320',Diagnostic laryngotomy
px10668,5,PROCEDURE,PX,'31360',Laryngectomy total w/o radical neck dissection
px10669,5,PROCEDURE,PX,'31365',"Removal of voice box, muscle, lymph nodes, and glands"
px10670,5,PROCEDURE,PX,'31367',"Laryngectomy; subtotal supraglottic, without radical neck dissection"
px10671,5,PROCEDURE,PX,'31368',"Laryngectomy; subtotal supraglottic, with radical neck dissection"
px10672,5,PROCEDURE,PX,'31370',Partial horizontal laryngectomy
px10673,5,PROCEDURE,PX,'31375',Partial removal of voice box
px10674,5,PROCEDURE,PX,'31390',"Removal of voice box, throat, muscle, lymph nodes, and glands"
px10675,5,PROCEDURE,PX,'31395',Pharyngolaryngectomy with radical neck dissection and reconstruction
px10676,5,PROCEDURE,PX,'31400',Removal or repair of the voice box cartilage
px10677,5,PROCEDURE,PX,'31420',Removal of cartilage attaching the tongue
px10678,5,PROCEDURE,PX,'31500',Emergency endotracheal intubation
px10679,5,PROCEDURE,PX,'31502',Tracheotomy tube change prior to establishment of fistula tract
px10680,5,PROCEDURE,PX,'31505',Diagnostic examination of voice box using an endoscope
px10681,5,PROCEDURE,PX,'31510',"Laryngoscopy, indirect; with biopsy"
px10682,5,PROCEDURE,PX,'31511',Indirect laryngoscopy with removal of foreign body
px10683,5,PROCEDURE,PX,'31513',Vocal cord injection using an endoscope
px10684,5,PROCEDURE,PX,'31515',"Laryngoscopy direct, with or without tracheoscopy; for aspiration"
px10685,5,PROCEDURE,PX,'31525',Diagnostic direct laryngoscopy
px10686,5,PROCEDURE,PX,'31526',Diagnostic direct laryngoscopy with tracheoscopy using operating microscope
px10687,5,PROCEDURE,PX,'31528',Diagnostic direct laryngoscopy with dilation
px10688,5,PROCEDURE,PX,'31529',Diagnostic direct laryngoscopy with dilation
px10689,5,PROCEDURE,PX,'31530',Removal of foreign body from voice box using an endoscope
px10690,5,PROCEDURE,PX,'31531',Direct operative laryngoscopy with foreign body removal using operating telescope
px10691,5,PROCEDURE,PX,'31535',Biopsy of voice box using an endoscope
px10692,5,PROCEDURE,PX,'31536',Direct operative laryngoscopy with biopsy using operating microscope
px10693,5,PROCEDURE,PX,'31540',"Laryngoscopy, direct, operative, with excision of tumor and/or stripping of vocal cords or epiglottis"
px10694,5,PROCEDURE,PX,'31541',Direct operative laryngoscopy with stripping of vocal epiglottis using operating telescope
px10695,5,PROCEDURE,PX,'31545',Direct operative laryngoscopy with removal of lesion of vocal cord and reconstruction with flap using operating microscope
px10696,5,PROCEDURE,PX,'31561',Removal of cartilage attaching voice box using an endoscope with operating microscope or telescope
px10697,5,PROCEDURE,PX,'31570',"Laryngoscopy, direct, with injection into vocal cord(s), therapeutic"
px10698,5,PROCEDURE,PX,'31571',Injection of vocal cords using an endoscope with operating microscope or telescope
px10699,5,PROCEDURE,PX,'31575',Diagnostic examination of voice box using flexible endoscope
px10700,5,PROCEDURE,PX,'31577',Flexible fiberoptic laryngoscopy with removal of foreign body
px10701,5,PROCEDURE,PX,'31579',Examination to assess movement of vocal cord flaps using an endoscope
px10702,5,PROCEDURE,PX,'31582',Laryngoplasty of laryngeal stenosis with graft and tracheotomy
px10703,5,PROCEDURE,PX,'31584',Laryngoplasty with open reduction of fracture
px10704,5,PROCEDURE,PX,'31587',"Laryngoplasty, cricoid split"
px10705,5,PROCEDURE,PX,'31588',"Laryngoplasty, not otherwise specified (eg, for burns, reconstruction after partial laryngectomy)"
px10706,5,PROCEDURE,PX,'31599',"Unlisted procedure, larynx"
px10707,5,PROCEDURE,PX,'31600',"Tracheostomy, planned (separate procedure)"
px10708,5,PROCEDURE,PX,'31603',Tracheostomy emergency procedure transtracheal
px10709,5,PROCEDURE,PX,'31605',Cricothyroid membrane tracheostomy
px10710,5,PROCEDURE,PX,'31610',"Tracheostomy, fenestration procedure with skin flaps"
px10711,5,PROCEDURE,PX,'31611',Creation of opening of windpipe and with insertion of speech prosthesis
px10712,5,PROCEDURE,PX,'31613',Revision of permanent opening of windpipe for breathing
px10713,5,PROCEDURE,PX,'31614',Revision of permanent opening of windpipe for breathing
px10714,5,PROCEDURE,PX,'31615',Tracheobrnchsc thru est trachs inc
px10715,5,PROCEDURE,PX,'31620',Endobronchial ultrasound during therapeutic bronchoscopic procedure
px10716,5,PROCEDURE,PX,'31622',Brnchsc incl fluor gid dx w/cell washg spx
px10717,5,PROCEDURE,PX,'31623',Rigid bronchoscopy with brushing
px10718,5,PROCEDURE,PX,'31624',Irrigation and suction of lung airways to obtain cells using an endoscope
px10719,5,PROCEDURE,PX,'31625',Rigid bronchoscopy with bronchial biopsy using fluoroscopic guidance
px10720,5,PROCEDURE,PX,'31626',Flexible bronchoscopy with placement of fiducial marker using fluoroscopic guidance
px10721,5,PROCEDURE,PX,'31627',Bronchoscopy w/cptr-asst image-guided navigation
px10722,5,PROCEDURE,PX,'31628',Rigid bronchoscopy with biopsy of lung
px10723,5,PROCEDURE,PX,'31629',Flexible bronchoscopy with transbronchial needle aspiration biopsy of trachea
px10724,5,PROCEDURE,PX,'31630',Rigid bronchoscopy with closed reduction of fracture of bronchus
px10725,5,PROCEDURE,PX,'31631',Flexible bronchoscopy with placement of tracheal stent using fluoroscopic guidance
px10726,5,PROCEDURE,PX,'31632',"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), each additional lobe (list separately in addition to code for primary procedure)"
px10727,5,PROCEDURE,PX,'31633',Bronchoscopy w/transbroncl ndl aspir bx ea lobe
px10728,5,PROCEDURE,PX,'31634',Bronchoscopy balloon occlusion
px10729,5,PROCEDURE,PX,'31635',Flexible bronchoscopy with removal of foreign body using fluoroscopic guidance
px10730,5,PROCEDURE,PX,'31636',"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of bronchial stent(s) (includes tracheal/bronchial dilation as required), initial bronchus"
px10731,5,PROCEDURE,PX,'31637',Rigid bronchoscopy with placement of bronchial stent and bronchial dilation
px10732,5,PROCEDURE,PX,'31638',Brnchsc revj tracheal/brncl stent ins prev sess
px10733,5,PROCEDURE,PX,'31640',Flexible bronchoscopy with excision of tumor using fluoroscopic guidance
px10734,5,PROCEDURE,PX,'31641',Rigid bronchoscopy with relief of stenosis using fluoroscopic guidance
px10735,5,PROCEDURE,PX,'31645',Flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree
px10736,5,PROCEDURE,PX,'31646',Brnchsc w/ther aspir tracheobrncl tree sbsq
px10737,5,PROCEDURE,PX,'31647',"Assessment of air leak, airway sizing, and insertion of bronchial valves in lung airways using an endoscope"
px10738,5,PROCEDURE,PX,'31660',Rigid bronchoscopy with bronchial thermoplasty under fluoroscopic guidance
px10739,5,PROCEDURE,PX,'31661',Thermal repair of lung airways using an endoscope
px10740,5,PROCEDURE,PX,'31720',Catheter aspiration (separate procedure); nasotracheal
px10741,5,PROCEDURE,PX,'31725',"Catheter aspiration (separate procedure); tracheobronchial with fiberscope, bedside"
px10742,5,PROCEDURE,PX,'31730',Percutaneous introduction of needle wire dilator into trachea for oxygen therapy
px10743,5,PROCEDURE,PX,'31750',Cervical tracheoplasty
px10744,5,PROCEDURE,PX,'31760',Tracheoplasty; intrathoracic
px10745,5,PROCEDURE,PX,'31780',Excision tracheal stenosis and anastomosis; cervical
px10746,5,PROCEDURE,PX,'31781',Excision tracheal stenosis and anastomosis; cervicothoracic
px10747,5,PROCEDURE,PX,'31785',Excision of tracheal tumor or carcinoma; cervical
px10748,5,PROCEDURE,PX,'31786',Excision of thoracic tracheal tumor
px10749,5,PROCEDURE,PX,'31800',Suture tracheal wound/injury cervical
px10750,5,PROCEDURE,PX,'31805',Suture of intrathoracic tracheal wound
px10751,5,PROCEDURE,PX,'31820',Surgical closure of tracheostomy
px10752,5,PROCEDURE,PX,'31825',Surg clsr tracheostomy/fistula w/plastic rpr
px10753,5,PROCEDURE,PX,'31830',Revision tracheostomy scar
px10754,5,PROCEDURE,PX,'31899',Procedure on trachea
px10755,5,PROCEDURE,PX,'32035',Thoracostomy; with rib resection for empyema
px10756,5,PROCEDURE,PX,'32036',Thoracostomy; with open flap drainage for empyema
px10757,5,PROCEDURE,PX,'32097',Thoractomy w/dx bx lung nodule/mass unilateral
px10758,5,PROCEDURE,PX,'32098',Opening in chest with biopsy of lung lining
px10759,5,PROCEDURE,PX,'32100',Incision and exploration of chest cavity
px10760,5,PROCEDURE,PX,'32110',Thoracotomy; with control of traumatic hemorrhage and/or repair of lung tear
px10761,5,PROCEDURE,PX,'32120',Incision of chest cavity for complication after surgery
px10762,5,PROCEDURE,PX,'32124',Opening in chest with release of lung lining
px10763,5,PROCEDURE,PX,'32140',Thoracotomy with cyst removal
px10764,5,PROCEDURE,PX,'32150',Thoracotomy with removal of intrapleural foreign body
px10765,5,PROCEDURE,PX,'32160',Massage of heart muscle through chest cavity
px10766,5,PROCEDURE,PX,'32201',(retired) Pneumonostomy; with percutaneous drainage of abscess or cyst
px10767,5,PROCEDURE,PX,'32220',Removal of lung lining for lung expansion
px10768,5,PROCEDURE,PX,'32225',"Decortication, pulmonary (separate procedure); partial"
px10769,5,PROCEDURE,PX,'32310',Removal of chest cavity lining
px10770,5,PROCEDURE,PX,'32320',Decortication & parietal pleurectomy
px10771,5,PROCEDURE,PX,'32400',"Biopsy, pleura; percutaneous needle"
px10772,5,PROCEDURE,PX,'32405',"Needle biopsy of lung or chest tissue, accessed through the skin"
px10773,5,PROCEDURE,PX,'32421',"(retired) Thoracentesis, puncture of pleural cavity for aspiration, initial or subsequent"
px10774,5,PROCEDURE,PX,'32422',"(retired) Thoracentesis with insertion of tube, includes water seal (eg, for pneumothorax), when performed (separate procedure)"
px10775,5,PROCEDURE,PX,'32440',Removal of lung
px10776,5,PROCEDURE,PX,'32480',Rmvl lung other than pneumonectomy 1 lobe lobect
px10777,5,PROCEDURE,PX,'32482',Rmvl lung other than pneumonect 2 lobes bilobec
px10778,5,PROCEDURE,PX,'32484',Segmentectomy of lung
px10779,5,PROCEDURE,PX,'32491',Rmvl lung oth/thn pnumec resxn-plctj emphy lung
px10780,5,PROCEDURE,PX,'32500',"(retired) Removal of lung, other than total pneumonectomy; wedge resection, single or multiple"
px10781,5,PROCEDURE,PX,'32501',Rescj&bronchoplasty pfrmd tm lobec/sgmectomy
px10782,5,PROCEDURE,PX,'32503',Resection of apical lung tumor with neurovascular dissection
px10783,5,PROCEDURE,PX,'32505',Opening in chest with partial removal of lung tissue
px10784,5,PROCEDURE,PX,'32506',Thoracotomy with therapeutic wedge resection
px10785,5,PROCEDURE,PX,'32507',Thoracotomy w/dx wedge resexn & antom lung rese
px10786,5,PROCEDURE,PX,'32550',Insertion of permanent catheter for drainage of lung fluid
px10787,5,PROCEDURE,PX,'32551',Tube thoracostomy with water seal
px10788,5,PROCEDURE,PX,'32552',Removal of tunneled catheter in lung lining
px10789,5,PROCEDURE,PX,'32554',Thoracentesis using catheter with aspiration of pleural space
px10790,5,PROCEDURE,PX,'32555',Thoracentesis using needle with aspiration of pleural space under imaging guidance
px10791,5,PROCEDURE,PX,'32556',"Pleural drainage, percutaneous, with insertion of indwelling catheter; without imaging guidance"
px10792,5,PROCEDURE,PX,'32557',Perq drainage pleura insert cath w/imaging
px10793,5,PROCEDURE,PX,'32560',Instillation of pleurodesis agent using chest tube
px10794,5,PROCEDURE,PX,'32561',Instlj via ch tube/cath agent fbrnlysis 1st day
px10795,5,PROCEDURE,PX,'32562',"Instillation(s), via chest tube/catheter, agent for fibrinolysis (eg, fibrinolytic agent for break up of multiloculated effusion); subsequent day"
px10796,5,PROCEDURE,PX,'32601',Diagnostic thoracoscopy of mediastinal space
px10797,5,PROCEDURE,PX,'32606',Biopsy of tissue in mid-chest using an endoscope
px10798,5,PROCEDURE,PX,'32607',Thoracoscopy w/dx bx of lung infiltrate unilatrl
px10799,5,PROCEDURE,PX,'32608',Unilateral thoracoscopy with biopsy of lung mass
px10800,5,PROCEDURE,PX,'32609',Thoracoscopy; with biopsy(ies) of pleura
px10801,5,PROCEDURE,PX,'3260F',Tumor/nodes/histo grade documented
px10802,5,PROCEDURE,PX,'32650',Thoracoscopy w/pleurodesis
px10803,5,PROCEDURE,PX,'32651',Partial removal of chest cavity lining and lung using an endoscope
px10804,5,PROCEDURE,PX,'32652',Complete removal of inside lining of chest cavity and lung using an endoscope
px10805,5,PROCEDURE,PX,'32653',Removal of foreign body from lining of chest cavity using an endoscope
px10806,5,PROCEDURE,PX,'32654',Thoracoscopy control traumatic hemorrhage
px10807,5,PROCEDURE,PX,'32655',Thoracoscopy w/resection bullae w/wo pleural px
px10808,5,PROCEDURE,PX,'32656',Thoracoscopy w/parietal pleurectomy
px10809,5,PROCEDURE,PX,'32658',Surgical thoracoscopy with removal of foreign body from pericardial sac
px10810,5,PROCEDURE,PX,'32659',Surgical thoracoscopy with partial resection of pericardial sac for drainage
px10811,5,PROCEDURE,PX,'32661',Removal of cyst or growth from sac that covers the heart using an endoscope
px10812,5,PROCEDURE,PX,'32662',Thoracoscopy w/exc mediastinal cyst tumor/mass
px10813,5,PROCEDURE,PX,'32663',Examination of lung with removal of lung lobe using an endoscope
px10814,5,PROCEDURE,PX,'32666',Thoracoscopy w/thera wedge resexn initial unilat
px10815,5,PROCEDURE,PX,'32667',Unilateral surgical thoracoscopy with therapeutic wedge resection
px10816,5,PROCEDURE,PX,'32668',Partial removal of lung tissue using an endoscope
px10817,5,PROCEDURE,PX,'32669',Surgical thoracoscopy with segmentectomy of lung
px10818,5,PROCEDURE,PX,'32670',Removal of two lobes of lung using an endoscope
px10819,5,PROCEDURE,PX,'32673',Thoracoscopy resexn thymus uni/bilateral
px10820,5,PROCEDURE,PX,'32674',Surgical thoracoscopy with mediastinal and regional lymphadenectomy
px10821,5,PROCEDURE,PX,'3267F',"Pathology report includes pt category, pn category, gleason score, and statement about margin status (path)"
px10822,5,PROCEDURE,PX,'32800',Repair of lung herniation through chest wall
px10823,5,PROCEDURE,PX,'32810',Closure of chest wall following open flap drainage for empyema (clagett type procedure)
px10824,5,PROCEDURE,PX,'32815',Open closure of bronchial fistula
px10825,5,PROCEDURE,PX,'32820',Major reconstruction chest wall posttraumatic
px10826,5,PROCEDURE,PX,'32900',Removal of ribs
px10827,5,PROCEDURE,PX,'32905',Extrapleural thoracoplasty
px10828,5,PROCEDURE,PX,'32906',Removal of infected area in chest cavity and closure of abnormal drainage tract
px10829,5,PROCEDURE,PX,'32997',Total lung lavage (unilateral)
px10830,5,PROCEDURE,PX,'32998',"Ablation therapy for reduction or eradication of 1 or more pulmonary tumor(s) including pleura or chest wall when involved by tumor extension, percutaneous, radiofrequency, unilateral"
px10831,5,PROCEDURE,PX,'32999',Unlisted procedure lungs & pleura
px10832,5,PROCEDURE,PX,'33010',Pericardiocentesis
px10833,5,PROCEDURE,PX,'33015',Tube pericardiostomy
px10834,5,PROCEDURE,PX,'33025',Creation of pericardial window
px10835,5,PROCEDURE,PX,'33030',Pricardiectomy stot/compl w/o cardpulm bypass
px10836,5,PROCEDURE,PX,'33031',Complete pericardiectomy with cardiopulmonary bypass
px10837,5,PROCEDURE,PX,'33050',Resection of pericardial cyst or tumor
px10838,5,PROCEDURE,PX,'33120',Removal of growth in heart on heart-lung machine
px10839,5,PROCEDURE,PX,'33130',Resection external cardiac tumor
px10840,5,PROCEDURE,PX,'33140',Transmyocardial laser revascular thoracotomy spx
px10841,5,PROCEDURE,PX,'33141',Transmyocardial laser revascularization via thoracotomy
px10842,5,PROCEDURE,PX,'33202',"Insertion of electrodes to outer layer of heart, open procedure"
px10843,5,PROCEDURE,PX,'33206',Insertion or replacement of permanent pacemaker and upper chamber electrodes
px10844,5,PROCEDURE,PX,'33207',Ins new/rplc prm pacemaker w/transv eltrd ventr
px10845,5,PROCEDURE,PX,'33208',Replacement of permanent atrial and ventricular pacemaker with transvenous electrode
px10846,5,PROCEDURE,PX,'33210',Replacement of temporary transvenous single chamber cardiac electrode
px10847,5,PROCEDURE,PX,'33213',Ins pacemaker pulse gen only w/exist dual leads
px10848,5,PROCEDURE,PX,'33215',Repositioning of previously implanted transvenous pacemaker or pacing cardioverter-defibrillator (right atrial or right ventricular) electrode
px10849,5,PROCEDURE,PX,'33216',Insj 1 transvns eltrd perm pacemaker or cvdfb
px10850,5,PROCEDURE,PX,'33217',"Insertion of 2 transvenous electrodes, permanent pacemaker or cardioverter-defibrillator"
px10851,5,PROCEDURE,PX,'33218',Repair of electrode for permanent pacemaker or pacing defibrillator device
px10852,5,PROCEDURE,PX,'33223',Relocation of pacing defibrillator device skin pocket
px10853,5,PROCEDURE,PX,'33224',Insj eltrd car ven sys attch pm/cvdfb pls gen
px10854,5,PROCEDURE,PX,'33225',Transvenous insertion of pacing electrode for left ventricular pacing and insertion of pacemaker pulse generator
px10855,5,PROCEDURE,PX,'33226',Repositioning of left ventricular electrode
px10856,5,PROCEDURE,PX,'33227',Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator
px10857,5,PROCEDURE,PX,'33228',Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system
px10858,5,PROCEDURE,PX,'33229',Removal and replacement of multiple lead permanent pacemaker pulse generator
px10859,5,PROCEDURE,PX,'33231',Ins pacng cvdfb pls gen only w/exist multi leads
px10860,5,PROCEDURE,PX,'33233',Removal of permanent pacemaker pulse generator only
px10861,5,PROCEDURE,PX,'33234',Removal of transvenous pacemaker electrode
px10862,5,PROCEDURE,PX,'33235',Removal of transvenous pacemaker electrode
px10863,5,PROCEDURE,PX,'33238',Removal of permanent pacemaker venous electrodes
px10864,5,PROCEDURE,PX,'33240',Insj 1/2 chmbr pacing cardioverterdefib pls gen
px10865,5,PROCEDURE,PX,'33241',Removal of pacing defibrillator pulse generator
px10866,5,PROCEDURE,PX,'33244',Transvenous removal of single chamber pacing cardioverter-defibrillator electrode
px10867,5,PROCEDURE,PX,'33249',"Insertion or replacement of permanent pacing cardioverter-defibrillator system with transvenous lead(s), single or dual chamber"
px10868,5,PROCEDURE,PX,'33254',"Operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure)"
px10869,5,PROCEDURE,PX,'33255',"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); without cardiopulmonary bypass"
px10870,5,PROCEDURE,PX,'33256',Ablation & rcnstj atria extnsv w/bypass
px10871,5,PROCEDURE,PX,'33257',Atria ablate & rcnstj w/other procedure limite
px10872,5,PROCEDURE,PX,'33258',Surgical tissue ablation and reconstruction of atrium
px10873,5,PROCEDURE,PX,'33259',"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), with cardiopulmonary bypass (list separately in addition to code for primary procedure)"
px10874,5,PROCEDURE,PX,'33261',Operative ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
px10875,5,PROCEDURE,PX,'33262',Removal and replacement of pacing cardioverter-defibrillator pulse generator
px10876,5,PROCEDURE,PX,'33263',Removal and replacement of pacing cardioverter-defibrillator pulse generator
px10877,5,PROCEDURE,PX,'33264',Rem pac cvdfb pls gen &repl plse gen multi lea
px10878,5,PROCEDURE,PX,'33265',"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure), without cardiopulmonary bypass"
px10879,5,PROCEDURE,PX,'33266',Ndsc ablation & rcnstj atria exten w/o bypass
px10880,5,PROCEDURE,PX,'33282',Implantation of patient-activated cardiac event recorder
px10881,5,PROCEDURE,PX,'33284',Removal of implanted patient-activated cardiac event recorder
px10882,5,PROCEDURE,PX,'33300',Repair cardiac wound w/o bypass
px10883,5,PROCEDURE,PX,'33305',Repair of cardiac wound with cardiopulmonary bypass
px10884,5,PROCEDURE,PX,'33315',"Cardiotomy, exploratory (includes removal of foreign body, atrial or ventricular thrombus); with cardiopulmonary bypass"
px10885,5,PROCEDURE,PX,'33320',Repair of great vessel using suture
px10886,5,PROCEDURE,PX,'33322',Suture repair of great vessels and heart on heart-lung machine
px10887,5,PROCEDURE,PX,'33335',"Insertion of graft, aorta or great vessels; with cardiopulmonary bypass"
px10888,5,PROCEDURE,PX,'33361',"Replacement of aortic valve with prosthetic valve, accessed through the skin"
px10889,5,PROCEDURE,PX,'33362',Replace aortic valve openfemoral artery approach
px10890,5,PROCEDURE,PX,'33363',Replace aortic valve open axillry artry approach
